1295	PLA2G12A
1296	CFI
1297	ELOVL6
1298	C4orf32
1299	TIFA
1300	NDST3
1301	SYNPO2
1302	MAD2L1
1303	ANXA5
1304	CCNA2
1305	FGF2
1306	SPRY1
1307	ANKRD50
1308	FAT4
1309	LARP1B
1310	PGRMC2
1311	PCDH18
1312	SETD7
1313	RP11-102N12.3
1314	GYPE
1315	GYPB
1316	GYPA
1317	HHIP-AS1
1318	HHIP
1319	LSM6
1320	PRMT9
1321	MAB21L2
1322	RP11-18H21.1
1323	FBXW7
1324	RP11-768B22.2
1325	MND1
1326	TLR2
1327	FGB
1328	FGA
1329	FGG
1330	GUCY1A3
1331	TDO2
1332	FAM198B
1333	FNIP2
1334	NPY1R
1335	TMA16
1336	MARCH1
1337	LINC01207
1338	MSMO1
1339	CPE
1340	TLL1
1341	ANXA10
1342	PALLD
1343	LINC01612
1344	HMGB2
1345	SAP30
1346	SCRG1
1347	HAND2
1348	HAND2-AS1
1349	HPGD
1350	GPM6A
1351	SPCS3
1352	VEGFC
1353	IRF2
1354	CASP3
1355	CENPU
1356	LINC01093
1357	SLC25A4
1358	ANKRD37
1359	RP11-279O9.4
1360	PDLIM3
1361	CYP4V2
1362	FAT1
1363	PDCD6
1364	TRIP13
1365	SLC6A19
1366	CLPTM1L
1367	MRPL36
1368	MED10
1369	LINC01018
1370	SRD5A1
1371	CCT5
1372	CMBL
1373	MARCH6
1374	DAP
1375	CTNND2
1376	ANKH
1377	FBXL7
1378	FAM134B
1379	MYO10
1380	BASP1
1381	CDH6
1382	SUB1
1383	NPR3
1384	TARS
1385	BRIX1
1386	AGXT2
1387	IL7R
1388	SLC1A3
1389	LIFR
1390	OSMR
1391	C9
1392	DAB2
1393	PTGER4
1394	C7
1395	MROH2B
1396	C6
1397	PLCXD3
1398	GHR
1399	CTD-2035E11.3
1400	ANXA2R
1401	HMGCS1
1402	CCL28
1403	NNT
1404	EMB
1405	PARP8
1406	ITGA1
1407	ITGA2
1408	MOCS2
1409	FST
1410	SNX18
1411	GZMK
1412	GZMA
1413	GPX8
1414	PLPP1
1415	IL6ST
1416	ANKRD55
1417	PLK2
1418	GAPT
1419	RAB3C
1420	DEPDC1B
1421	ELOVL7
1422	NDUFAF2
1423	IPO11
1424	RGS7BP
1425	SREK1IP1
1426	ADAMTS6
1427	CENPK
1428	MAST4
1429	CD180
1430	CCNB1
1431	CENPH
1432	TAF9
1433	OCLN
1434	NAIP
1435	MCCC2
1436	MAP1B
1437	FCHO2
1438	TMEM171
1439	ENC1
1440	HEXB
1441	GCNT4
1442	HMGCR
1443	COL4A3BP
1444	F2R
1445	F2RL1
1446	CRHBP
1447	PDE8B
1448	LHFPL2
1449	DMGDH
1450	BHMT2
1451	BHMT
1452	SERINC5
1453	DHFR
1454	VCAN
1455	EDIL3
1456	CCNH
1457	MEF2C
1458	POLR3G
1459	LUCAT1
1460	NR2F1-AS1
1461	NR2F1
1462	RFESD
1463	SPATA9
1464	RHOBTB3
1465	LINC01554
1466	ELL2
1467	RP11-254I22.3
1468	ERAP2
1469	FAM174A
1470	ST8SIA4
1471	SLCO4C1
1472	PAM
1473	EFNA5
